source_file,source_line,original_label,new_label,confidence,human_label,evidence,summary
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,117,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing individual 'load' actions, indicating a complete failure to coordinate and achieve the cooperative foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 103, 'south': 10, 'north': 2, 'east': 24, 'west': 13, 'noop': 1} | Load action counts by agent: [35, 36, 32] | Mean absolute state change: 0.044444 | State variation: 2.464269"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,268,inefficient_exploration,insufficient_cooperation,0.95,,"The agents spent the entire episode performing isolated load actions without any movement toward a shared cooperative objective, resulting in zero positive rewards.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 9, 'load': 37, 'east': 12, 'west': 14, 'south': 28, 'north': 2} | Load action counts by agent: [17, 20] | Mean absolute state change: 0.060000 | State variation: 1.707850"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,20,inefficient_exploration,insufficient_cooperation,0.95,,"The agents failed to converge on a shared cooperative target, evidenced by zero positive rewards and a high frequency of non-cooperative movement actions (east/south) compared to load actions.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 33, 'south': 50, 'load': 13, 'west': 4, 'noop': 2} | Load action counts by agent: [5, 8] | Mean absolute state change: 0.035000 | State variation: 2.123154"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,126,target_miscoordination,insufficient_cooperation,0.95,,"The agents failed to coordinate their foraging efforts, evidenced by only one agent performing a load action while the others remained idle or moved aimlessly.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 117, 'load': 20, 'noop': 3, 'west': 2, 'east': 10, 'north': 1} | Load action counts by agent: [4, 15, 1] | Mean absolute state change: 0.027778 | State variation: 2.784277"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,180,inefficient_exploration,insufficient_cooperation,0.95,,"The agents failed to converge on a shared cooperative target, evidenced by zero positive rewards and a near-total absence of movement (mean absolute state change of 0.028) despite repeated load actions.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 37, 'load': 15, 'north': 16, 'noop': 27, 'east': 5, 'south': 2} | Load action counts by agent: [8, 7] | Mean absolute state change: 0.028333 | State variation: 1.874652"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,269,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate with the forager to complete the cooperative task.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 45, 'load': 70, 'west': 8, 'north': 5, 'south': 24, 'noop': 1} | Load action counts by agent: [21, 22, 27] | Mean absolute state change: 0.053333 | State variation: 2.639775"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,38,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps were zero-reward steps despite agents performing the 'load' action, indicating they failed to coordinate with the environment or each other to achieve the foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 26, 'load': 97, 'north': 20, 'west': 6, 'south': 4} | Load action counts by agent: [30, 32, 35] | Mean absolute state change: 0.047778 | State variation: 2.724873"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,273,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward because agents exclusively performed the 'load' action, indicating they failed to coordinate with other agents to reach the foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 93, 'south': 43, 'west': 10, 'east': 7} | Load action counts by agent: [32, 28, 33] | Mean absolute state change: 0.031111 | State variation: 2.915914"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,221,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate effectively to achieve the foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 64, 'load': 63, 'north': 21, 'noop': 3, 'east': 2} | Load action counts by agent: [22, 18, 23] | Mean absolute state change: 0.065556 | State variation: 2.557960"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,149,insufficient_cooperation,insufficient_cooperation,0.95,,"Only one agent performed the critical 'load' action while the other remained idle, indicating a complete failure to coordinate the cooperative task.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 38, 'north': 6, 'east': 52, 'noop': 1, 'load': 4, 'west': 1} | Load action counts by agent: [0, 4] | Mean absolute state change: 0.048333 | State variation: 2.106657"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,300,inefficient_exploration,insufficient_cooperation,0.95,,"Both agents executed the 'load' action 56 times out of 51 steps without any movement toward a shared objective, indicating they acted independently rather than cooperating.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 21, 'west': 10, 'east': 7, 'load': 56, 'noop': 7, 'south': 1} | Load action counts by agent: [29, 27] | Mean absolute state change: 0.033333 | State variation: 1.618079"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,187,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating a complete failure to coordinate foraging or resource collection.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 102, 'east': 48, 'south': 3} | Load action counts by agent: [33, 35, 34] | Mean absolute state change: 0.017778 | State variation: 2.548412"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,150,insufficient_cooperation,insufficient_cooperation,0.95,,"The agents failed to converge on a shared foraging target, evidenced by zero positive rewards and a near-total absence of 'load' actions (only 2 total across 51 steps) despite the task requiring cooperative resource acquisition.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 43, 'west': 2, 'south': 49, 'load': 2, 'noop': 3, 'north': 3} | Load action counts by agent: [0, 2] | Mean absolute state change: 0.031667 | State variation: 2.367729"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,226,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate with the forager to complete the cooperative task.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 54, 'load': 89, 'north': 2, 'west': 1, 'noop': 5, 'south': 2} | Load action counts by agent: [30, 28, 31] | Mean absolute state change: 0.010000 | State variation: 3.100200"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,114,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate to collect food or complete the foraging task.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 53, 'south': 73, 'west': 10, 'east': 14, 'noop': 2, 'north': 1} | Load action counts by agent: [15, 19, 19] | Mean absolute state change: 0.038889 | State variation: 2.693122"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,74,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps were zero-reward load actions with no movement toward foraging, indicating agents failed to coordinate on the cooperative foraging task.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 10, 'load': 96, 'west': 7, 'south': 20, 'north': 20} | Load action counts by agent: [25, 35, 36] | Mean absolute state change: 0.058889 | State variation: 2.443115"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,143,insufficient_cooperation,insufficient_cooperation,0.95,,"Only one agent performed the critical 'load' action while the other remained inactive for the entire episode, indicating a complete failure to coordinate the required cooperative task.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 41, 'load': 5, 'south': 47, 'north': 2, 'noop': 7} | Load action counts by agent: [0, 5] | Mean absolute state change: 0.028333 | State variation: 2.396307"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,92,inefficient_exploration,insufficient_cooperation,0.95,,"The agents spent the entire episode (51 steps) performing load actions without any movement or coordination, resulting in zero positive rewards.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 8, 'north': 9, 'load': 67, 'east': 11, 'west': 6, 'noop': 1} | Load action counts by agent: [28, 39] | Mean absolute state change: 0.045000 | State variation: 1.187853"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,219,inefficient_exploration,insufficient_cooperation,0.95,,"The agents failed to converge on a shared cooperative target, evidenced by zero positive rewards and a state variation of 1.971807 indicating they remained split or acting independently throughout the episode.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'west': 2, 'south': 57, 'east': 33, 'load': 5, 'noop': 5} | Load action counts by agent: [3, 2] | Mean absolute state change: 0.025000 | State variation: 1.971807"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,225,inefficient_exploration,insufficient_cooperation,0.95,,All 51 steps yielded zero reward because agents exclusively performed the 'load' action while failing to coordinate movement toward the foraging objectives.,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 46, 'east': 75, 'north': 27, 'south': 4, 'west': 1} | Load action counts by agent: [15, 14, 17] | Mean absolute state change: 0.047778 | State variation: 2.823545"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,110,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating a complete failure to coordinate foraging or return items to the base.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 31, 'load': 58, 'west': 42, 'east': 19, 'noop': 2, 'north': 1} | Load action counts by agent: [20, 20, 18] | Mean absolute state change: 0.048889 | State variation: 2.794502"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,35,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating a complete failure to coordinate foraging or resource collection.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 64, 'load': 64, 'south': 15, 'west': 7, 'north': 3} | Load action counts by agent: [23, 17, 24] | Mean absolute state change: 0.048889 | State variation: 2.777899"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,41,inefficient_exploration,insufficient_cooperation,0.95,,"The agents failed to converge on a shared foraging target, evidenced by zero positive rewards and a near-exclusive reliance on non-cooperative movement actions (south, east, west) with minimal load interactions.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 41, 'west': 8, 'noop': 6, 'east': 35, 'load': 9, 'north': 3} | Load action counts by agent: [4, 5] | Mean absolute state change: 0.066667 | State variation: 2.309794"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,196,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate to successfully forage or deliver items.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 4, 'load': 82, 'north': 33, 'east': 7, 'south': 24, 'west': 3} | Load action counts by agent: [27, 29, 26] | Mean absolute state change: 0.067778 | State variation: 2.411506"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,154,insufficient_cooperation,insufficient_cooperation,0.95,,"The agents failed to coordinate on the foraging task, evidenced by zero positive reward steps and a near-total absence of 'load' actions (only 3 total across 51 steps).","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 39, 'east': 51, 'load': 3, 'noop': 5, 'north': 3, 'west': 1} | Load action counts by agent: [0, 3] | Mean absolute state change: 0.033333 | State variation: 2.186801"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,25,inefficient_exploration,insufficient_cooperation,0.95,,"The agents spent the entire episode (51 steps) with zero reward, indicating they failed to coordinate to perform the required cooperative foraging task.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 31, 'load': 61, 'noop': 4, 'north': 2, 'south': 3, 'west': 1} | Load action counts by agent: [26, 35] | Mean absolute state change: 0.015000 | State variation: 2.194115"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,276,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate to successfully forage or deliver items.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 3, 'south': 14, 'north': 16, 'east': 20, 'load': 89, 'west': 11} | Load action counts by agent: [29, 23, 37] | Mean absolute state change: 0.056667 | State variation: 2.247748"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,177,inefficient_exploration,insufficient_cooperation,0.95,,"The agents spent the entire episode (51 steps) performing load actions without any movement toward a shared objective, indicating a complete lack of cooperative behavior.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 8, 'north': 5, 'load': 84, 'south': 1, 'west': 4} | Load action counts by agent: [38, 46] | Mean absolute state change: 0.026667 | State variation: 1.000805"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,81,inefficient_exploration,insufficient_cooperation,0.95,,"All three agents exclusively performed the 'load' action while failing to move toward any foraging objectives, resulting in zero positive rewards.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 87, 'east': 64, 'south': 2} | Load action counts by agent: [30, 29, 28] | Mean absolute state change: 0.008889 | State variation: 3.048811"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,283,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate to successfully forage or deliver items.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 10, 'north': 31, 'noop': 4, 'load': 74, 'west': 8, 'south': 26} | Load action counts by agent: [20, 29, 25] | Mean absolute state change: 0.065556 | State variation: 1.908809"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,241,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating a complete failure to coordinate foraging or return items to the base.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 29, 'load': 52, 'east': 53, 'noop': 2, 'north': 12, 'west': 5} | Load action counts by agent: [19, 12, 21] | Mean absolute state change: 0.043333 | State variation: 2.974422"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,165,insufficient_cooperation,insufficient_cooperation,0.95,,"The agents failed to coordinate on a shared foraging task, evidenced by zero positive rewards and a near-exclusive reliance on non-cooperative actions like 'south' and 'east'.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 50, 'load': 2, 'east': 40, 'noop': 5, 'north': 3, 'west': 2} | Load action counts by agent: [0, 2] | Mean absolute state change: 0.030000 | State variation: 2.138890"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,216,inefficient_exploration,insufficient_cooperation,0.95,,"The agents failed to converge on a shared cooperative target, evidenced by the near-total absence of 'load' actions (only 9 total across 51 steps) and a mean absolute state change of 0.048333, indicating they remained largely stationary or moved independently without collaborating to retrieve items.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 38, 'west': 30, 'south': 4, 'load': 9, 'noop': 19, 'east': 2} | Load action counts by agent: [7, 2] | Mean absolute state change: 0.048333 | State variation: 1.621920"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,292,inefficient_exploration,insufficient_cooperation,0.95,,"Despite both agents performing load actions, the episode yielded zero positive rewards and zero state changes, indicating a complete failure to coordinate foraging or return items.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 5, 'east': 13, 'south': 29, 'load': 54, 'north': 1} | Load action counts by agent: [26, 28] | Mean absolute state change: 0.036667 | State variation: 2.200210"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,129,target_miscoordination,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing individual actions, indicating a complete failure to coordinate toward a shared foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 31, 'east': 9, 'south': 106, 'noop': 1, 'north': 2, 'west': 4} | Load action counts by agent: [9, 17, 5] | Mean absolute state change: 0.027778 | State variation: 2.836468"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,160,insufficient_cooperation,insufficient_cooperation,0.95,,"The agents failed to coordinate any foraging actions, evidenced by zero positive reward steps and a load action count of zero for the first agent.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'north': 1, 'load': 2, 'south': 41, 'noop': 5, 'east': 53} | Load action counts by agent: [0, 2] | Mean absolute state change: 0.031667 | State variation: 2.011084"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,51,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate to successfully forage or deliver items.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 51, 'north': 42, 'west': 3, 'load': 50, 'east': 6, 'noop': 1} | Load action counts by agent: [15, 21, 14] | Mean absolute state change: 0.100000 | State variation: 2.363441"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,80,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating a complete failure to coordinate and achieve the cooperative foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 10, 'east': 109, 'load': 18, 'north': 16} | Load action counts by agent: [9, 4, 5] | Mean absolute state change: 0.037778 | State variation: 2.784306"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,39,inefficient_exploration,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents performing load actions, indicating they failed to coordinate effectively to achieve the foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'noop': 3, 'load': 78, 'north': 15, 'west': 33, 'south': 19, 'east': 5} | Load action counts by agent: [27, 33, 18] | Mean absolute state change: 0.066667 | State variation: 2.613070"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,228,inefficient_exploration,insufficient_cooperation,0.95,,"Both agents exclusively performed the 'load' action while failing to move toward any shared objective, resulting in zero positive rewards over the entire episode.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 94, 'east': 6, 'west': 1, 'south': 1} | Load action counts by agent: [46, 48] | Mean absolute state change: 0.011667 | State variation: 2.077334"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,136,target_miscoordination,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite 30 load actions, indicating agents failed to coordinate effectively to retrieve and deliver resources.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'east': 4, 'west': 113, 'noop': 1, 'load': 30, 'south': 5} | Load action counts by agent: [16, 9, 5] | Mean absolute state change: 0.018889 | State variation: 2.601754"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,258,inefficient_exploration,insufficient_cooperation,0.95,,All 51 steps yielded zero reward because agents exclusively performed individual 'load' actions without coordinating to collect the 3 available food items.,"Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 69, 'north': 53, 'east': 10, 'west': 7, 'noop': 1, 'south': 13} | Load action counts by agent: [23, 22, 24] | Mean absolute state change: 0.062222 | State variation: 2.176284"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,131,target_miscoordination,insufficient_cooperation,0.95,,"All 51 steps yielded zero reward despite agents taking actions, indicating a complete failure to coordinate and achieve the foraging objective.","Environment: lbforaging:Foraging-10x10-3p-3f-v3 | Episode length: 51 | Number of agents: 3 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'load': 15, 'east': 6, 'south': 128, 'noop': 1, 'west': 3} | Load action counts by agent: [9, 2, 4] | Mean absolute state change: 0.020000 | State variation: 2.896144"
/data/lab/AAAI_repo/results/phase2_full_semantic_20260704_175517/phase2_validation_records.jsonl,169,insufficient_cooperation,insufficient_cooperation,0.95,,"The agents failed to perform any load actions (0 total) despite the task requiring cooperation, resulting in zero rewards across all 51 steps.","Environment: lbforaging:Foraging-8x8-2p-2f-coop-v3 | Episode length: 51 | Number of agents: 2 | Episode return: 0.0000 | Success threshold reached: not configured | Positive reward steps: 0 | Zero reward steps: 51 | Action histogram: {'south': 57, 'east': 38, 'noop': 3, 'north': 2, 'load': 2} | Load action counts by agent: [0, 2] | Mean absolute state change: 0.018333 | State variation: 2.453715"
